,home_team,away_team,home_team_goals,away_team_goals,home_team_age,away_team_age,date,home_rank,home_total_points,home_rank_change,home_previous_points,home_conf,away_rank,away_total_points,away_rank_change,away_previous_points,away_conf,hour
445,Germany,France,0,2,28.363636363636363,27.0,2025-06-08,11.0,1648.33,-1.0,1648.33,UEFA,3.0,1786.15,0.0,1786.15,UEFA,13
446,France,Germany,0,2,26.272727272727277,28.363636363636363,2024-03-23,3.0,1786.15,0.0,1786.15,UEFA,11.0,1648.33,-1.0,1648.33,UEFA,20
447,Germany,France,2,1,28.454545454545453,25.727272727272727,2023-09-12,11.0,1648.33,-1.0,1648.33,UEFA,3.0,1786.15,0.0,1786.15,UEFA,19
448,Slovakia,Germany,2,0,29.0,27.63636363636364,2025-09-04,46.0,1455.36,4.0,1455.36,UEFA,11.0,1648.33,-1.0,1648.33,UEFA,18
449,Germany,Slovakia,6,0,27.454545454545453,28.363636363636363,2025-11-17,11.0,1648.33,-1.0,1648.33,UEFA,46.0,1455.36,4.0,1455.36,UEFA,19
450,Germany,Luxembourg,4,0,26.90909090909091,26.545454545454547,2025-10-10,11.0,1648.33,-1.0,1648.33,UEFA,93.0,1236.45,0.0,1236.45,UEFA,18
451,Luxembourg,Germany,0,2,27.363636363636363,27.454545454545453,2025-11-14,93.0,1236.45,0.0,1236.45,UEFA,11.0,1648.33,-1.0,1648.33,UEFA,19
452,Germany,Portugal,1,2,27.545454545454547,27.545454545454547,2025-06-04,11.0,1648.33,-1.0,1648.33,UEFA,8.0,1660.25,0.0,1660.25,UEFA,19
453,Oman,Germany,0,1,26.63636363636364,26.90909090909091,2022-11-16,79.0,1301.0,0.0,1306.01,AFC,11.0,1648.33,-1.0,1648.33,UEFA,17
454,Spain,Germany,2,1,26.545454545454547,29.454545454545453,2024-07-05,7.0,1704.75,0.0,1704.75,UEFA,11.0,1648.33,-1.0,1648.33,UEFA,16
455,Spain,Germany,1,1,26.0,27.90909090909091,2022-11-27,7.0,1704.75,0.0,1704.75,UEFA,11.0,1648.33,-1.0,1648.33,UEFA,19
456,Mexico,Germany,2,2,27.09090909090909,28.272727272727277,2023-10-18,12.0,1647.9,-2.0,1638.3,CONCACAF,11.0,1648.33,-1.0,1648.33,UEFA,0
457,Germany,Japan,1,4,27.454545454545453,26.181818181818183,2023-09-09,11.0,1648.33,-1.0,1648.33,UEFA,23.0,1549.82,-3.0,1531.53,AFC,18
458,Germany,Japan,1,2,27.272727272727277,28.545454545454547,2022-11-23,11.0,1648.33,-1.0,1648.33,UEFA,23.0,1549.82,-3.0,1531.53,AFC,13
459,Germany,Greece,2,1,28.90909090909091,28.181818181818183,2024-06-07,11.0,1648.33,-1.0,1648.33,UEFA,55.0,1421.99,0.0,1421.99,UEFA,18
460,Poland,Germany,1,0,28.90909090909091,26.181818181818183,2023-06-16,28.0,1530.62,1.0,1530.62,UEFA,11.0,1648.33,-1.0,1648.33,UEFA,18
461,Germany,Colombia,0,2,27.363636363636363,29.181818181818183,2023-06-20,11.0,1648.33,-1.0,1648.33,UEFA,19.0,1585.89,3.0,1607.15,CONMEBOL,18
462,Germany,Ukraine,0,0,28.545454545454547,26.90909090909091,2024-06-03,11.0,1648.33,-1.0,1648.33,UEFA,27.0,1535.08,2.0,1535.08,UEFA,18
463,Germany,Ukraine,3,3,28.09090909090909,25.727272727272727,2023-06-12,11.0,1648.33,-1.0,1648.33,UEFA,27.0,1535.08,2.0,1535.08,UEFA,16
464,Germany,Israel,2,0,25.90909090909091,27.63636363636364,2022-03-26,11.0,1648.33,-1.0,1648.33,UEFA,77.0,1306.7,-1.0,1306.7,UEFA,19
465,Mexico,Costa Rica,0,0,27.545454545454547,27.0,2025-06-23,12.0,1647.9,-2.0,1638.3,CONCACAF,42.0,1464.06,-7.0,1437.43,CONCACAF,2
466,Mexico,Costa Rica,2,0,28.09090909090909,28.0,2023-07-09,12.0,1647.9,-2.0,1638.3,CONCACAF,42.0,1464.06,-7.0,1437.43,CONCACAF,2
467,Mexico,Belgium,1,1,28.727272727272727,28.63636363636364,2026-04-01,12.0,1647.9,-2.0,1638.3,CONCACAF,1.0,1828.45,0.0,1828.45,UEFA,1
468,Mexico,Jamaica,1,0,27.181818181818183,27.63636363636364,2024-06-23,12.0,1647.9,-2.0,1638.3,CONCACAF,62.0,1378.62,5.0,1412.13,CONCACAF,1
469,Jamaica,Mexico,0,3,27.63636363636364,27.90909090909091,2023-07-13,62.0,1378.62,5.0,1412.13,CONCACAF,12.0,1647.9,-2.0,1638.3,CONCACAF,2
470,Mexico,Jamaica,2,2,29.181818181818183,28.181818181818183,2023-03-27,12.0,1647.9,-2.0,1638.3,CONCACAF,62.0,1378.62,5.0,1412.13,CONCACAF,0
471,Mexico,Saudi Arabia,2,0,26.727272727272727,27.454545454545453,2025-06-29,12.0,1647.9,-2.0,1638.3,CONCACAF,53.0,1433.95,2.0,1434.71,AFC,2
472,Mexico,New Zealand,3,0,26.545454545454547,28.454545454545453,2024-09-08,12.0,1647.9,-2.0,1638.3,CONCACAF,111.0,1161.66,1.0,1165.81,OFC,1
473,Canada,Mexico,0,2,27.09090909090909,27.727272727272727,2025-03-21,33.0,1497.82,-7.0,1462.32,CONCACAF,12.0,1647.9,-2.0,1638.3,CONCACAF,2
474,Mexico,Canada,0,0,25.272727272727277,26.727272727272727,2024-09-11,12.0,1647.9,-2.0,1638.3,CONCACAF,33.0,1497.82,-7.0,1462.32,CONCACAF,1
475,United States,Mexico,1,2,25.63636363636364,27.363636363636363,2025-07-06,13.0,1643.34,2.0,1648.51,CONCACAF,12.0,1647.9,-2.0,1638.3,CONCACAF,23
476,Mexico,United States,0,2,28.818181818181817,26.454545454545453,2024-03-25,12.0,1647.9,-2.0,1638.3,CONCACAF,13.0,1643.34,2.0,1648.51,CONCACAF,1
477,Mexico,United States,2,0,28.09090909090909,25.272727272727277,2024-10-16,12.0,1647.9,-2.0,1638.3,CONCACAF,13.0,1643.34,2.0,1648.51,CONCACAF,2
478,United States,Mexico,3,0,24.0,27.272727272727277,2023-06-16,13.0,1643.34,2.0,1648.51,CONCACAF,12.0,1647.9,-2.0,1638.3,CONCACAF,2
479,United States,Mexico,1,1,29.5,24.875,2023-04-20,13.0,1643.34,2.0,1648.51,CONCACAF,12.0,1647.9,-2.0,1638.3,CONCACAF,2
480,Panama,Mexico,0,1,26.545454545454547,25.454545454545453,2026-01-23,63.0,1375.56,0.0,1379.34,CONCACAF,12.0,1647.9,-2.0,1638.3,CONCACAF,1
481,Mexico,Panama,2,1,27.90909090909091,0.0,2025-03-24,12.0,1647.9,-2.0,1638.3,CONCACAF,63.0,1375.56,0.0,1379.34,CONCACAF,1
482,Panama,Mexico,0,3,28.09090909090909,28.272727272727277,2024-03-22,63.0,1375.56,0.0,1379.34,CONCACAF,12.0,1647.9,-2.0,1638.3,CONCACAF,2
483,Mexico,Panama,1,0,28.09090909090909,29.545454545454547,2023-07-16,12.0,1647.9,-2.0,1638.3,CONCACAF,63.0,1375.56,0.0,1379.34,CONCACAF,23
484,Panama,Mexico,0,1,29.727272727272727,26.0,2023-06-18,63.0,1375.56,0.0,1379.34,CONCACAF,12.0,1647.9,-2.0,1638.3,CONCACAF,22
485,Mexico,Honduras,1,0,26.09090909090909,27.63636363636364,2025-07-03,12.0,1647.9,-2.0,1638.3,CONCACAF,78.0,1303.96,2.0,1332.16,CONCACAF,2
486,Honduras,Mexico,2,0,27.181818181818183,28.181818181818183,2024-11-16,78.0,1303.96,2.0,1332.16,CONCACAF,12.0,1647.9,-2.0,1638.3,CONCACAF,2
487,Mexico,Honduras,4,0,26.727272727272727,26.90909090909091,2024-11-20,12.0,1647.9,-2.0,1638.3,CONCACAF,78.0,1303.96,2.0,1332.16,CONCACAF,2
488,Mexico,Honduras,4,0,27.90909090909091,26.818181818181817,2023-06-26,12.0,1647.9,-2.0,1638.3,CONCACAF,78.0,1303.96,2.0,1332.16,CONCACAF,0
489,Honduras,Mexico,2,0,25.727272727272727,27.181818181818183,2023-11-18,78.0,1303.96,2.0,1332.16,CONCACAF,12.0,1647.9,-2.0,1638.3,CONCACAF,2
490,Mexico,Honduras,4,2,26.727272727272727,25.727272727272727,2023-11-22,12.0,1647.9,-2.0,1638.3,CONCACAF,78.0,1303.96,2.0,1332.16,CONCACAF,2
491,Mexico,Brazil,2,3,27.0,25.545454545454547,2024-06-09,12.0,1647.9,-2.0,1638.3,CONCACAF,2.0,1823.42,0.0,1826.35,CONMEBOL,1
492,Mexico,Portugal,0,0,27.545454545454547,26.63636363636364,2026-03-29,12.0,1647.9,-2.0,1638.3,CONCACAF,8.0,1660.25,0.0,1660.25,UEFA,1
493,Mexico,Uruguay,0,4,25.545454545454547,26.545454545454547,2024-06-06,12.0,1647.9,-2.0,1638.3,CONCACAF,16.0,1614.05,-1.0,1596.66,CONMEBOL,1
494,Mexico,Qatar,0,1,26.0,25.63636363636364,2023-07-03,12.0,1647.9,-2.0,1638.3,CONCACAF,52.0,1437.91,4.0,1437.91,AFC,1
495,Mexico,Iceland,4,0,25.545454545454547,31.818181818181817,2026-02-26,12.0,1647.9,-2.0,1638.3,CONCACAF,60.0,1382.81,-2.0,1385.21,UEFA,2
496,Bolivia,Mexico,0,1,26.181818181818183,26.454545454545453,2026-01-25,76.0,1308.12,-1.0,1324.21,CONMEBOL,12.0,1647.9,-2.0,1638.3,CONCACAF,19
497,Mexico,Bolivia,1,0,23.818181818181817,27.363636363636363,2024-06-01,12.0,1647.9,-2.0,1638.3,CONCACAF,76.0,1308.12,-1.0,1324.21,CONMEBOL,1
498,Haiti,Mexico,1,3,27.545454545454547,27.90909090909091,2023-06-30,87.0,1268.05,0.0,1268.05,CONCACAF,12.0,1647.9,-2.0,1638.3,CONCACAF,2
499,Mexico,Ecuador,0,0,27.09090909090909,25.63636363636364,2024-07-01,12.0,1647.9,-2.0,1638.3,CONCACAF,44.0,1458.63,-2.0,1448.27,CONMEBOL,0
500,Venezuela,Mexico,1,0,28.363636363636363,27.272727272727277,2024-06-27,58.0,1411.45,-1.0,1409.14,CONMEBOL,12.0,1647.9,-2.0,1638.3,CONCACAF,1
501,Suriname,Mexico,0,2,29.09090909090909,28.09090909090909,2025-06-19,140.0,1077.57,1.0,1077.57,CONCACAF,12.0,1647.9,-2.0,1638.3,CONCACAF,2
502,Suriname,Mexico,0,2,28.727272727272727,25.09090909090909,2023-03-24,140.0,1077.57,1.0,1077.57,CONCACAF,12.0,1647.9,-2.0,1638.3,CONCACAF,0
503,Kosovo,Turkiye,0,1,26.818181818181817,27.181818181818183,2026-03-31,109.0,1163.05,-2.0,1163.05,UEFA,39.0,1472.72,2.0,1472.72,UEFA,18
504,Austria,Turkiye,1,2,27.454545454545453,25.63636363636364,2024-07-02,30.0,1511.56,-1.0,1511.56,UEFA,39.0,1472.72,2.0,1472.72,UEFA,19
505,Austria,Turkiye,6,1,26.63636363636364,25.63636363636364,2024-03-26,30.0,1511.56,-1.0,1511.56,UEFA,39.0,1472.72,2.0,1472.72,UEFA,19
506,Turkiye,Hungary,3,1,27.272727272727277,28.545454545454547,2025-03-20,39.0,1472.72,2.0,1472.72,UEFA,41.0,1465.62,2.0,1465.62,UEFA,17
507,Hungary,Turkiye,0,3,28.181818181818183,26.454545454545453,2025-03-23,41.0,1465.62,2.0,1465.62,UEFA,39.0,1472.72,2.0,1472.72,UEFA,17
508,Hungary,Turkiye,1,0,27.454545454545453,26.181818181818183,2024-03-22,41.0,1465.62,2.0,1465.62,UEFA,39.0,1472.72,2.0,1472.72,UEFA,19
509,Germany,Turkiye,2,3,27.727272727272727,25.727272727272727,2023-11-18,11.0,1648.33,-1.0,1648.33,UEFA,39.0,1472.72,2.0,1472.72,UEFA,19
510,Netherlands,Turkiye,2,1,27.272727272727277,26.63636363636364,2024-07-06,10.0,1653.73,0.0,1653.73,UEFA,39.0,1472.72,2.0,1472.72,UEFA,19
511,Italy,Turkiye,0,0,28.0,26.0,2024-06-04,6.0,1740.77,0.0,1740.77,UEFA,39.0,1472.72,2.0,1472.72,UEFA,19
512,Turkiye,Italy,2,3,24.363636363636363,27.0,2022-03-29,39.0,1472.72,2.0,1472.72,UEFA,6.0,1740.77,0.0,1740.77,UEFA,18
513,Turkiye,Romania,1,0,27.545454545454547,28.454545454545453,2026-03-26,39.0,1472.72,2.0,1472.72,UEFA,47.0,1453.18,3.0,1453.18,UEFA,17
514,United States,Turkiye,1,2,24.363636363636363,25.181818181818183,2025-06-07,13.0,1643.34,2.0,1648.51,CONCACAF,39.0,1472.72,2.0,1472.72,UEFA,19
515,Turkiye,Montenegro,1,0,25.545454545454547,29.181818181818183,2024-10-11,39.0,1472.72,2.0,1472.72,UEFA,72.0,1342.89,0.0,1342.89,UEFA,18
516,Montenegro,Turkiye,3,1,27.272727272727277,25.545454545454547,2024-11-19,72.0,1342.89,0.0,1342.89,UEFA,39.0,1472.72,2.0,1472.72,UEFA,19
517,Luxembourg,Turkiye,0,2,25.727272727272727,24.63636363636364,2022-06-11,93.0,1236.45,0.0,1236.45,UEFA,39.0,1472.72,2.0,1472.72,UEFA,18
518,Turkiye,Luxembourg,3,3,24.454545454545453,26.727272727272727,2022-09-22,39.0,1472.72,2.0,1472.72,UEFA,93.0,1236.45,0.0,1236.45,UEFA,18
519,Turkiye,Portugal,0,3,26.90909090909091,29.272727272727277,2024-06-22,39.0,1472.72,2.0,1472.72,UEFA,8.0,1660.25,0.0,1660.25,UEFA,16
520,Portugal,Turkiye,3,1,29.727272727272727,25.727272727272727,2022-03-24,8.0,1660.25,0.0,1660.25,UEFA,39.0,1472.72,2.0,1472.72,UEFA,19
521,Lithuania,Turkiye,0,6,28.272727272727277,24.545454545454547,2022-06-07,137.0,1091.77,1.0,1091.77,UEFA,39.0,1472.72,2.0,1472.72,UEFA,18
522,Turkiye,Lithuania,2,0,25.545454545454547,26.727272727272727,2022-06-14,39.0,1472.72,2.0,1472.72,UEFA,137.0,1091.77,1.0,1091.77,UEFA,18
523,Turkiye,Spain,0,6,26.09090909090909,25.181818181818183,2025-09-07,39.0,1472.72,2.0,1472.72,UEFA,7.0,1704.75,0.0,1704.75,UEFA,18
524,Spain,Turkiye,2,2,27.09090909090909,26.90909090909091,2025-11-18,7.0,1704.75,0.0,1704.75,UEFA,39.0,1472.72,2.0,1472.72,UEFA,19
525,Wales,Turkiye,0,0,26.727272727272727,26.0,2024-09-06,20.0,1578.01,1.0,1578.01,UEFA,39.0,1472.72,2.0,1472.72,UEFA,18
526,Turkiye,Wales,0,0,26.09090909090909,26.727272727272727,2024-11-16,39.0,1472.72,2.0,1472.72,UEFA,20.0,1578.01,1.0,1578.01,UEFA,17
527,Turkiye,Wales,2,0,26.272727272727277,26.181818181818183,2023-06-19,39.0,1472.72,2.0,1472.72,UEFA,20.0,1578.01,1.0,1578.01,UEFA,18
528,Wales,Turkiye,1,1,25.454545454545453,25.272727272727277,2023-11-21,20.0,1578.01,1.0,1578.01,UEFA,39.0,1472.72,2.0,1472.72,UEFA,19
529,Georgia,Turkiye,2,3,26.272727272727277,26.09090909090909,2025-09-04,86.0,1269.24,1.0,1269.24,UEFA,39.0,1472.72,2.0,1472.72,UEFA,16
530,Turkiye,Georgia,4,1,26.09090909090909,25.363636363636363,2025-10-14,39.0,1472.72,2.0,1472.72,UEFA,86.0,1269.24,1.0,1269.24,UEFA,18
531,Turkiye,Georgia,3,1,26.454545454545453,26.818181818181817,2024-06-18,39.0,1472.72,2.0,1472.72,UEFA,86.0,1269.24,1.0,1269.24,UEFA,16
532,Turkiye,Iceland,3,1,27.272727272727277,28.0,2024-09-09,39.0,1472.72,2.0,1472.72,UEFA,60.0,1382.81,-2.0,1385.21,UEFA,18
533,Iceland,Turkiye,2,4,25.90909090909091,25.727272727272727,2024-10-14,60.0,1382.81,-2.0,1385.21,UEFA,39.0,1472.72,2.0,1472.72,UEFA,18
536,Mexico,Turkiye,1,0,28.363636363636363,25.454545454545453,2025-06-11,12.0,1647.9,-2.0,1638.3,CONCACAF,39.0,1472.72,2.0,1472.72,UEFA,1
537,Latvia,Turkiye,2,3,26.545454545454547,26.272727272727277,2023-06-16,135.0,1100.03,1.0,1100.03,UEFA,39.0,1472.72,2.0,1472.72,UEFA,18
538,Turkiye,Latvia,4,0,25.545454545454547,26.09090909090909,2023-10-15,39.0,1472.72,2.0,1472.72,UEFA,135.0,1100.03,1.0,1100.03,UEFA,18
539,Bulgaria,Turkiye,1,6,26.0,26.272727272727277,2025-10-11,71.0,1345.47,0.0,1345.47,UEFA,39.0,1472.72,2.0,1472.72,UEFA,18
540,Turkiye,Bulgaria,2,0,26.363636363636363,25.454545454545453,2025-11-15,39.0,1472.72,2.0,1472.72,UEFA,71.0,1345.47,0.0,1345.47,UEFA,17
541,Japan,Turkiye,4,2,25.818181818181817,25.545454545454547,2023-09-12,23.0,1549.82,-3.0,1531.53,AFC,39.0,1472.72,2.0,1472.72,UEFA,12
542,Turkiye,Croatia,0,2,26.363636363636363,28.90909090909091,2023-03-28,39.0,1472.72,2.0,1472.72,UEFA,15.0,1620.74,0.0,1620.74,UEFA,18
543,Croatia,Turkiye,0,1,27.454545454545453,26.0,2023-10-12,15.0,1620.74,0.0,1620.74,UEFA,39.0,1472.72,2.0,1472.72,UEFA,18
544,Poland,Turkiye,2,1,28.272727272727277,27.63636363636364,2024-06-10,28.0,1530.62,1.0,1530.62,UEFA,39.0,1472.72,2.0,1472.72,UEFA,18
545,Armenia,Turkiye,1,2,27.272727272727277,27.09090909090909,2023-03-25,92.0,1242.24,0.0,1242.24,UEFA,39.0,1472.72,2.0,1472.72,UEFA,17
546,Turkiye,Armenia,1,1,25.90909090909091,25.818181818181817,2023-09-08,39.0,1472.72,2.0,1472.72,UEFA,92.0,1242.24,0.0,1242.24,UEFA,18
547,Costa Rica,Paraguay,2,1,25.727272727272727,27.272727272727277,2024-07-03,42.0,1464.06,-7.0,1437.43,CONCACAF,50.0,1440.53,7.0,1454.52,CONMEBOL,1
548,Paraguay,Nicaragua,2,0,27.272727272727277,27.363636363636363,2023-06-18,50.0,1440.53,7.0,1454.52,CONMEBOL,144.0,1062.21,1.0,1062.21,CONCACAF,14
549,Peru,Paraguay,0,1,29.63636363636364,27.90909090909091,2025-09-09,22.0,1563.45,0.0,1551.15,CONMEBOL,50.0,1440.53,7.0,1454.52,CONMEBOL,23
550,Peru,Paraguay,0,0,29.90909090909091,29.181818181818183,2024-06-08,22.0,1563.45,0.0,1551.15,CONMEBOL,50.0,1440.53,7.0,1454.52,CONMEBOL,0
551,Paraguay,Peru,0,0,27.272727272727277,31.363636363636363,2023-09-07,50.0,1440.53,7.0,1454.52,CONMEBOL,22.0,1563.45,0.0,1551.15,CONMEBOL,22
552,Peru,Paraguay,2,0,30.363636363636363,27.818181818181817,2022-03-29,22.0,1563.45,0.0,1551.15,CONMEBOL,50.0,1440.53,7.0,1454.52,CONMEBOL,23
553,Peru,Paraguay,1,0,27.545454545454547,27.272727272727277,2022-11-17,22.0,1563.45,0.0,1551.15,CONMEBOL,50.0,1440.53,7.0,1454.52,CONMEBOL,1
554,Paraguay,Chile,1,0,28.818181818181817,28.90909090909091,2025-03-20,50.0,1440.53,7.0,1454.52,CONMEBOL,26.0,1543.16,2.0,1543.42,CONMEBOL,23
555,Chile,Paraguay,3,0,31.63636363636364,27.545454545454547,2024-06-12,26.0,1543.16,2.0,1543.42,CONMEBOL,50.0,1440.53,7.0,1454.52,CONMEBOL,0
556,Chile,Paraguay,0,0,28.0,27.09090909090909,2023-11-17,26.0,1543.16,2.0,1543.42,CONMEBOL,50.0,1440.53,7.0,1454.52,CONMEBOL,0
557,Chile,Paraguay,3,2,29.63636363636364,28.272727272727277,2023-03-28,26.0,1543.16,2.0,1543.42,CONMEBOL,50.0,1440.53,7.0,1454.52,CONMEBOL,0
558,Panama,Paraguay,0,1,29.09090909090909,28.545454545454547,2024-06-16,63.0,1375.56,0.0,1379.34,CONCACAF,50.0,1440.53,7.0,1454.52,CONMEBOL,22
559,Paraguay,Uruguay,2,0,28.181818181818183,28.09090909090909,2025-06-05,50.0,1440.53,7.0,1454.52,CONMEBOL,16.0,1614.05,-1.0,1596.66,CONMEBOL,23
560,Uruguay,Paraguay,0,0,26.818181818181817,27.818181818181817,2024-09-06,16.0,1614.05,-1.0,1596.66,CONMEBOL,50.0,1440.53,7.0,1454.52,CONMEBOL,23
562,Bolivia,Paraguay,2,2,24.272727272727277,27.90909090909091,2024-11-19,76.0,1308.12,-1.0,1324.21,CONMEBOL,50.0,1440.53,7.0,1454.52,CONMEBOL,20
563,Paraguay,Bolivia,1,0,27.63636363636364,27.545454545454547,2023-10-17,50.0,1440.53,7.0,1454.52,CONMEBOL,76.0,1308.12,-1.0,1324.21,CONMEBOL,22
564,Paraguay,Ecuador,0,0,29.181818181818183,25.90909090909091,2025-09-04,50.0,1440.53,7.0,1454.52,CONMEBOL,44.0,1458.63,-2.0,1448.27,CONMEBOL,23
565,Ecuador,Paraguay,0,0,26.0,44.54545454545455,2024-10-10,44.0,1458.63,-2.0,1448.27,CONMEBOL,50.0,1440.53,7.0,1454.52,CONMEBOL,21
566,Paraguay,Ecuador,3,1,27.363636363636363,26.90909090909091,2022-03-24,50.0,1440.53,7.0,1454.52,CONMEBOL,44.0,1458.63,-2.0,1448.27,CONMEBOL,23
567,Mexico,Paraguay,1,2,25.363636363636363,26.818181818181817,2025-11-19,12.0,1647.9,-2.0,1638.3,CONCACAF,50.0,1440.53,7.0,1454.52,CONMEBOL,1
568,Mexico,Paraguay,0,1,25.272727272727277,29.181818181818183,2022-09-01,12.0,1647.9,-2.0,1638.3,CONCACAF,50.0,1440.53,7.0,1454.52,CONMEBOL,1
569,Paraguay,Argentina,2,1,28.09090909090909,29.0,2024-11-14,50.0,1440.53,7.0,1454.52,CONMEBOL,4.0,1766.99,-1.0,1750.51,CONMEBOL,23
570,Argentina,Paraguay,1,0,27.0,28.09090909090909,2023-10-12,4.0,1766.99,-1.0,1750.51,CONMEBOL,50.0,1440.53,7.0,1454.52,CONMEBOL,23
571,Japan,Paraguay,2,2,26.545454545454547,28.363636363636363,2025-10-10,23.0,1549.82,-3.0,1531.53,AFC,50.0,1440.53,7.0,1454.52,CONMEBOL,10
572,Japan,Paraguay,4,1,28.181818181818183,26.90909090909091,2022-06-02,23.0,1549.82,-3.0,1531.53,AFC,50.0,1440.53,7.0,1454.52,CONMEBOL,10
573,Greece,Paraguay,0,1,27.818181818181817,28.818181818181817,2026-03-27,55.0,1421.99,0.0,1421.99,UEFA,50.0,1440.53,7.0,1454.52,CONMEBOL,19
574,Paraguay,Venezuela,2,1,27.181818181818183,27.90909090909091,2024-10-15,50.0,1440.53,7.0,1454.52,CONMEBOL,58.0,1411.45,-1.0,1409.14,CONMEBOL,23
575,Venezuela,Paraguay,1,0,28.63636363636364,28.90909090909091,2023-09-12,58.0,1411.45,-1.0,1409.14,CONMEBOL,50.0,1440.53,7.0,1454.52,CONMEBOL,22
576,Colombia,Paraguay,2,2,29.0,28.90909090909091,2025-03-26,19.0,1585.89,3.0,1607.15,CONMEBOL,50.0,1440.53,7.0,1454.52,CONMEBOL,0
577,Colombia,Paraguay,2,1,29.0,28.545454545454547,2024-06-24,19.0,1585.89,3.0,1607.15,CONMEBOL,50.0,1440.53,7.0,1454.52,CONMEBOL,22
578,Paraguay,Colombia,0,1,26.545454545454547,28.09090909090909,2023-11-21,50.0,1440.53,7.0,1454.52,CONMEBOL,19.0,1585.89,3.0,1607.15,CONMEBOL,23
579,Colombia,Paraguay,2,0,27.272727272727277,27.63636363636364,2022-11-20,19.0,1585.89,3.0,1607.15,CONMEBOL,50.0,1440.53,7.0,1454.52,CONMEBOL,1
581,Norway,Kosovo,3,0,25.454545454545453,28.363636363636363,2024-06-05,45.0,1455.43,4.0,1455.43,UEFA,109.0,1163.05,-2.0,1163.05,UEFA,17
582,Norway,Austria,2,1,26.545454545454547,26.09090909090909,2024-09-09,45.0,1455.43,4.0,1455.43,UEFA,30.0,1511.56,-1.0,1511.56,UEFA,18
583,Austria,Norway,1,5,28.0,26.0,2024-10-13,30.0,1511.56,-1.0,1511.56,UEFA,45.0,1455.43,4.0,1455.43,UEFA,18
584,Denmark,Norway,1,3,27.181818181818183,25.454545454545453,2024-06-08,9.0,1654.54,0.0,1654.54,UEFA,45.0,1455.43,4.0,1455.43,UEFA,17
585,Norway,Jordan,6,0,24.90909090909091,26.90909090909091,2023-09-07,45.0,1455.43,4.0,1455.43,UEFA,90.0,1259.84,0.0,1255.69,AFC,17
586,Norway,Italy,3,0,27.0,26.363636363636363,2025-06-06,45.0,1455.43,4.0,1455.43,UEFA,6.0,1740.77,0.0,1740.77,UEFA,18
587,Italy,Norway,4,1,27.272727272727277,26.818181818181817,2025-11-16,6.0,1740.77,0.0,1740.77,UEFA,45.0,1455.43,4.0,1455.43,UEFA,19
588,Norway,Slovenia,3,0,26.09090909090909,27.181818181818183,2024-10-10,45.0,1455.43,4.0,1455.43,UEFA,64.0,1375.42,-1.0,1375.42,UEFA,18
589,Slovenia,Norway,4,1,26.454545454545453,25.181818181818183,2024-11-14,64.0,1375.42,-1.0,1375.42,UEFA,45.0,1455.43,4.0,1455.43,UEFA,19
590,Norway,Slovenia,0,0,25.90909090909091,26.545454545454547,2022-06-09,45.0,1455.43,4.0,1455.43,UEFA,64.0,1375.42,-1.0,1375.42,UEFA,18
591,Slovenia,Norway,1,2,26.90909090909091,25.545454545454547,2022-09-24,64.0,1375.42,-1.0,1375.42,UEFA,45.0,1455.43,4.0,1455.43,UEFA,16
592,Norway,Slovakia,1,1,26.727272727272727,28.454545454545453,2024-03-26,45.0,1455.43,4.0,1455.43,UEFA,46.0,1455.36,4.0,1455.36,UEFA,18
593,Norway,Slovakia,2,0,25.181818181818183,26.09090909090909,2022-03-25,45.0,1455.43,4.0,1455.43,UEFA,46.0,1455.36,4.0,1455.36,UEFA,17
594,Estonia,Norway,1,0,25.09090909090909,27.0,2025-06-09,106.0,1176.5,-1.0,1176.5,UEFA,45.0,1455.43,4.0,1455.43,UEFA,18
595,Norway,Estonia,4,1,26.454545454545453,26.363636363636363,2025-11-13,45.0,1455.43,4.0,1455.43,UEFA,106.0,1176.5,-1.0,1176.5,UEFA,17
596,Norway,Finland,1,0,25.454545454545453,25.727272727272727,2025-09-04,45.0,1455.43,4.0,1455.43,UEFA,57.0,1411.77,-1.0,1411.77,UEFA,16
597,Norway,Finland,1,1,26.90909090909091,26.181818181818183,2022-11-20,45.0,1455.43,4.0,1455.43,UEFA,57.0,1411.77,-1.0,1411.77,UEFA,13
598,Georgia,Norway,1,1,26.545454545454547,27.545454545454547,2023-03-28,86.0,1269.24,1.0,1269.24,UEFA,45.0,1455.43,4.0,1455.43,UEFA,16
599,Norway,Georgia,2,1,25.727272727272727,24.818181818181817,2023-09-12,45.0,1455.43,4.0,1455.43,UEFA,86.0,1269.24,1.0,1269.24,UEFA,18
601,Norway,Cyprus,3,1,27.272727272727277,27.727272727272727,2023-06-20,45.0,1455.43,4.0,1455.43,UEFA,105.0,1178.65,0.0,1178.65,UEFA,18
602,Cyprus,Norway,4,0,26.0,26.454545454545453,2023-10-12,105.0,1178.65,0.0,1178.65,UEFA,45.0,1455.43,4.0,1455.43,UEFA,18
604,Moldova,Norway,5,0,27.727272727272727,26.545454545454547,2025-03-22,181.0,926.85,0.0,928.35,UEFA,45.0,1455.43,4.0,1455.43,UEFA,17
605,Norway,Moldova,11,1,26.727272727272727,28.727272727272727,2025-09-09,45.0,1455.43,4.0,1455.43,UEFA,181.0,926.85,0.0,928.35,UEFA,18
